depth,q,kind,layer_mode,rank_tol,p,rng_seed,xi_tie_policy,xi_tie_seed,n_draws,n_fallbacks_fsm,n_fallbacks_ensemble,wall_fsm,wall_quantile,wall_zscore,xi_fsm,xi_quantile,xi_zscore,W0_raw,W1_raw,W2_raw,W3_raw,W4_raw,W5_raw,W6_raw,W7_raw,W8_raw,P0_norm,P1_norm,P2_norm,P3_norm,P4_norm,P5_norm,P6_norm,P7_norm,P8_norm,W0_quantile,W1_quantile,W2_quantile,W3_quantile,W4_quantile,W5_quantile,W6_quantile,W7_quantile,W8_quantile,P0_quantile,P1_quantile,P2_quantile,P3_quantile,P4_quantile,P5_quantile,P6_quantile,P7_quantile,P8_quantile
7,2,geometric_x,LD,1.00000000000000e-10,14,2026,jitter_1e-12,7777,300,1,300,0.017150640487671523,0.0,-261.7899051378199,0.07159860831349574,1.0,9.417037136468839,1.5085445392890444e-08,1.542054132159084e-05,0.00011920119129920967,1.536412319036427e-07,1.9116591642988064e-10,3.3140157286388935e-14,4.829470157319764e-15,4.996003611467517e-16,,0.00011191759470448277,0.11440364197446179,0.8843431710941563,0.0011398508081301442,1.4182431475568818e-06,2.4586391684324227e-10,3.582941501740739e-11,3.7064912090289944e-12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.9633333333333334,0.0,0.0,0.0,0.0,
7,2,uniform_x,LI,1.00000000000000e-10,4,2026,jitter_1e-12,7777,300,1,300,0.053848266601562514,0.0,-1117.6848253799722,-0.21789782065023222,0.0,-33.29323913664545,0.0005676987307030983,0.0003068045334379041,0.00041398856726226066,5.659074450603532e-06,3.3448588565576484e-08,8.32856006382666e-11,1.054711873378179e-13,1.998401444359209e-15,,0.43865365252928173,0.2370639952610066,0.3198837469832725,0.0043726954869494645,2.58453027155222e-05,6.43537336745913e-08,8.14962568350894e-11,1.544139603240397e-12,,0.0,0.0,0.0,0.49,0.10333333333333333,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.9833333333333333,0.07666666666666666,0.0,0.01,
7,2,uniform_x,LD,1.00000000000000e-10,14,2026,jitter_1e-12,7777,300,1,300,0.0217821598053011,0.0,-288.3553386664797,0.08716352316425569,1.0,11.71730938109317,2.58127546060136e-05,5.067818912740222e-06,0.0001980221741215657,5.659074450603554e-06,3.344858856557615e-08,8.328560063819295e-11,1.0547118733604237e-13,1.9984014440053955e-15,,0.11003097102268222,0.02160238395502401,0.8441010049172529,0.024122704701360957,0.00014257992745768833,3.5501811605541534e-07,4.495877071095824e-10,8.51850392308836e-12,,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.52,0.0,0.0,0.0,
7,2,harmonic_x,LI,1.00000000000000e-10,4,2026,jitter_1e-12,7777,300,1,300,0.05314636230468753,0.0,-708.4168237931148,0.05903066576347149,0.0,-20.855307672933687,5.872208831692165e-06,0.0004967654456770608,0.0002377971867345008,7.419471181602247e-06,6.591696938285014e-08,2.1872753608328613e-10,2.7527979895565247e-13,5.551115125872281e-17,,0.007851381579788416,0.6641955661751101,0.3179444916155599,0.009920134149966254,8.813366384636052e-05,2.924475945965208e-07,3.6806026569485096e-10,7.42206626088247e-14,,0.0,0.0,0.0,0.5633333333333334,0.11666666666666667,0.0,0.0,0.0033333333333333335,,0.0,1.0,1.0,1.0,0.98,0.13333333333333333,0.0,0.0033333333333333335,
7,2,harmonic_x,LD,1.00000000000000e-10,14,2026,jitter_1e-12,7777,300,1,300,0.018530607223513393,0.0,-203.83576431226464,0.24378098068435672,1.0,6.440367339279917,8.146745182961816e-06,6.732992296183033e-05,9.202587422923691e-05,7.4194711816022254e-06,6.591696938284914e-08,2.1872753608331997e-10,2.7527979895216805e-13,5.551115127487868e-17,,0.04655598224760688,0.38476847228503813,0.5258977506620925,0.04239984937048485,0.00037669390504838063,1.2499562780304977e-06,1.5731339504696026e-09,3.1722806044093066e-13,,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.54,0.0,0.0,0.0,
7,3,geometric_x,LI,1.00000000000000e-10,6,2026,jitter_1e-12,7777,300,1,300,0.053699970245361606,0.0,-594.8809083176353,-0.06134407617652449,1.0,16.20623800111096,2.3274762970315895e-05,0.00029114269972335867,0.00027769546992112513,2.7235360591404662e-05,4.8923210850649365e-05,1.5151513082679126e-05,1.3035570072206085e-05,7.992328479533966e-06,,0.033039580830804265,0.41329025662158775,0.3942013044991565,0.0386618286451921,0.06944871496496154,0.02150825947583736,0.01850458247955341,0.011345472482906986,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,3,geometric_x,LD,1.00000000000000e-10,19,2026,jitter_1e-12,7777,300,1,300,0.02482199668884978,0.0,-162.11167317841108,0.14301409998168835,1.0,8.576423503524587,3.2587661241875906e-07,4.488332496372877e-05,0.00021769868120839896,2.3891317157981978e-05,1.5772031551620404e-05,8.199830466285391e-07,2.0390713601036214e-07,2.7617520770460724e-08,,0.0010732944880216002,0.147825966797976,0.7170038771923105,0.07868750944387144,0.0519461473580805,0.0027006641491861406,0.0006715805823676661,9.095998818616425e-05,,0.0,0.0,0.0,0.9766666666666667,0.93,0.04,0.05333333333333334,0.36666666666666664,,0.0,1.0,1.0,1.0,1.0,0.9933333333333333,0.9866666666666667,0.96,
7,3,uniform_x,LI,1.00000000000000e-10,6,2026,jitter_1e-12,7777,300,1,300,0.04987716674804722,0.0,-695.2777546957115,0.10639077092107674,1.0,51.95434959134726,9.328769427464792e-06,0.00016626292490753262,0.00032295171186530605,4.1714697074536406e-05,8.838693436058663e-05,1.581157036439939e-05,1.312451028029312e-05,3.985575114440093e-06,,0.014101026428035584,0.25131695196809617,0.48816198743049066,0.0630544093150979,0.13360245496499407,0.02390019104992843,0.01983852937479373,0.006024449468563392,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,3,uniform_x,LD,1.00000000000000e-10,19,2026,jitter_1e-12,7777,300,1,300,0.02746891975403419,0.0,-185.30190043785393,0.2321259049993709,1.0,12.982096944920434,2.6131094754930442e-05,0.00014259682966766336,0.00018698324727891693,3.541770764889689e-06,3.206408482926636e-05,1.9822387114036105e-06,1.1330369238434367e-06,5.01400541089923e-08,,0.06624146453058383,0.3614782665323265,0.47399637323280336,0.008978272234600206,0.08128139895565323,0.005024909844920196,0.0028722112833965956,0.00012710338571619511,,0.0,0.0,0.0,0.0,0.9933333333333333,0.44666666666666666,0.7366666666666667,0.5133333333333333,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866666666666667,
7,3,harmonic_x,LI,1.00000000000000e-10,6,2026,jitter_1e-12,7777,300,1,300,0.0560159683227541,0.0,-378.5135343417464,-0.031133179073698614,0.0,-32.62498899760467,8.773690714073413e-06,0.000497364554157928,0.00019770950835436296,3.010093594650616e-05,2.611264046163726e-05,8.590449682224916e-06,7.273471522947782e-06,4.549119641664219e-06,,0.0112414847250684,0.6372593040450343,0.2533196679250708,0.03856748803672041,0.03345739648764214,0.011006703111758682,0.009319295800145221,0.005828659868559969,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,3,harmonic_x,LD,1.00000000000000e-10,19,2026,jitter_1e-12,7777,300,1,300,0.02196741104127313,0.0,-125.50860002836689,0.007874015748031482,0.0,-4.106232010760851,3.22836736046393e-05,0.00010653599435571027,0.00014853719162791405,3.106248163575815e-06,1.5914266890983643e-06,8.610047008689204e-07,2.2217353157334475e-07,2.5832179950524915e-08,,0.11012171933174976,0.3634012353378048,0.5066700626171888,0.01059561537615418,0.005428460383416886,0.00293694327273768,0.0007578484278613084,8.81152530866303e-05,,0.0,0.0,0.0,0.0,0.0033333333333333335,0.006666666666666667,0.023333333333333334,0.25,,0.0,1.0,1.0,1.0,0.9733333333333334,0.9733333333333334,0.94,0.89,
7,4,geometric_x,LI,1.00000000000000e-10,8,2026,jitter_1e-12,7777,300,1,300,0.04978513717651367,0.0,-445.30770056229017,-0.002962132735569556,1.0,19.994096039304015,0.00016373970437971646,0.0002275762621048453,0.0002225630387356596,0.000136450681918728,1.9116591643003196e-10,3.3140157284642486e-14,4.829470156915867e-15,4.996003610061956e-16,,0.21822362284338176,0.3033016126284541,0.29662025351710636,0.1818542561839595,2.5477582853572374e-07,4.416744986593517e-11,6.4364625430869544e-12,6.658409526610762e-13,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0033333333333333335,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0033333333333333335,
7,4,geometric_x,LD,1.00000000000000e-10,24,2026,jitter_1e-12,7777,300,1,300,0.008473873138428421,0.0,-126.17697494676673,0.03664048469482439,0.99,2.762167658158226,1.151746753527803e-09,3.481980889786389e-06,2.916814459058441e-05,2.447825621032935e-06,1.9116591642991546e-10,3.3140157287739566e-14,4.829470158284269e-15,4.99600361212183e-16,,3.2813957790822286e-05,0.09920372998311407,0.8310179842056167,0.06974002432552034,5.446431946572602e-06,9.441830151378383e-10,1.3759450976577057e-10,1.4233914803650796e-11,,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
7,4,uniform_x,LI,1.00000000000000e-10,8,2026,jitter_1e-12,7777,300,1,300,0.05025148391723633,0.0,-455.53129252224056,0.17964201978612682,1.0,38.22282948039378,0.00018216364417455807,0.00013936373934142458,0.00030857049316801433,0.00010147253639014586,3.344858856557701e-08,8.328560063832526e-11,1.0547118733799724e-13,1.9984014445191522e-15,,0.24899215676136033,0.1904906886892187,0.4217725932908801,0.13869872774183775,4.57195300703673e-05,1.1383973692484044e-07,1.441643228563454e-10,2.7315345386318153e-12,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.8166666666666667,0.0,0.0,0.0,
7,4,uniform_x,LD,1.00000000000000e-10,24,2026,jitter_1e-12,7777,300,1,300,0.011788368225098003,0.0,-150.0857652178,0.0591242625158338,1.0,4.160882842002791,1.9923708285185875e-05,8.458026014456422e-06,4.2750581023876156e-05,4.056882428881933e-06,3.344858856557556e-08,8.328560063825664e-11,1.0547118733750125e-13,1.9984014440102423e-15,,0.2648628726400891,0.11243976447493104,0.5683199901815409,0.05393160342925319,0.00044466065887051955,1.107186630061528e-06,1.4021185845078215e-09,2.6566457386962136e-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.13666666666666666,0.0,0.0,0.0,
7,4,harmonic_x,LI,1.00000000000000e-10,8,2026,jitter_1e-12,7777,300,1,300,0.04752445220947271,0.0,-304.8127900549229,0.13498191211516808,0.99,3.3635854110695873,0.00014090938223049196,0.0003390405380678255,0.0001607207506298393,8.657619875423987e-05,6.591696938285184e-08,2.1872753608319305e-10,2.7527979895380343e-13,5.551115120460064e-17,,0.19373967072630593,0.4661549228899829,0.2209787936971859,0.119035680760738,9.063081351545513e-05,3.007337066471367e-07,3.784887618034898e-10,7.632360589322243e-14,,0.0,0.0,0.0,1.0,0.0033333333333333335,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,
7,4,harmonic_x,LD,1.00000000000000e-10,24,2026,jitter_1e-12,7777,300,1,300,0.01048564910888794,0.0,-93.65502368504598,0.24482804924388524,1.0,3.22290505458065,4.1043636095387995e-07,9.946937064631754e-06,3.0933069456839514e-05,1.1430767529130043e-05,6.59169693828492e-08,2.1872753608322314e-10,2.7527979895561006e-13,5.551115128255272e-17,,0.00777527928700288,0.1884341181371187,0.5859940227328245,0.2165437043570731,0.0012487267100637358,4.143559982971784e-06,5.214882312023965e-09,1.0515995799246826e-12,,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.13666666666666666,0.0,0.0,0.0,
8,2,geometric_x,LI,1.00000000000000e-10,4,2026,jitter_1e-12,7777,300,1,300,0.054075717926025405,0.0,-4026.543869440482,-0.22575401112354365,0.0,-178.6936161692466,0.00025661330576966045,0.0004510433939370886,0.0003950586883816883,1.5379530760029395e-07,1.9238852178015474e-10,3.4416913764589726e-14,7.160938508697964e-15,8.881784196863927e-16,6.800116025320174e-16,0.23267787771971793,0.4089726343145395,0.3582098633260136,0.00013945015699150256,1.744436158958234e-07,3.1206700012646354e-11,6.493006937765107e-12,8.053341938339826e-13,6.165839921175321e-13,0.0,0.0,0.0,0.44333333333333336,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,1.0,1.0,1.0,0.64,0.0,0.0,0.0,0.016666666666666666
8,2,geometric_x,LD,1.00000000000000e-10,16,2026,jitter_1e-12,7777,300,1,300,0.01742744445800895,0.0,-915.6996977995753,0.14247736420129575,1.0,64.51694339268904,1.3445446006380768e-09,1.8844972305975175e-05,0.0001245349618595426,1.5379530760029406e-07,1.9238852178012e-10,3.4416913763890883e-14,7.160938509459713e-15,8.88178419755863e-16,6.800116026175425e-16,9.367346673036557e-06,0.13129158270396424,0.8676262283141138,0.0010714809774956973,1.3403571577857495e-06,2.397801921106754e-10,4.9889749652464725e-11,6.187875925733226e-12,4.737592505583487e-12,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0033333333333333335
8,2,uniform_x,LI,1.00000000000000e-10,4,2026,jitter_1e-12,7777,300,1,300,0.056140899658203125,0.0,-3719.9554630157218,-0.21504313922381213,0.0,-127.74659741655024,0.0002194062724173592,0.0002329989878574468,0.0004972561891060647,5.6643851819026905e-06,3.3580686759070614e-08,8.430534048635456e-11,8.076872503987606e-14,2.5535129568040636e-15,1.2490009031637434e-16,0.22965833542286648,0.24388618938279832,0.5204911756195609,0.005929061451785546,3.514979101770965e-05,8.824462468659271e-08,8.454275596825433e-11,2.672829398536124e-12,1.307362206202576e-13,0.0,0.0,1.0,0.5733333333333334,0.27,0.0033333333333333335,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.61,0.0,0.0,0.006666666666666667
8,2,uniform_x,LD,1.00000000000000e-10,16,2026,jitter_1e-12,7777,300,1,300,0.022141933441162664,0.0,-988.0179297806839,-0.014286577640331366,1.0,22.59957931830783,1.4946691290331675e-05,2.907273243046922e-05,0.00015135100576152224,5.664385181902688e-06,3.3580686759069417e-08,8.4305340486329e-11,8.076872503979458e-14,2.5535129567896243e-15,1.2490009025457814e-16,0.07433632218076165,0.14459119832256068,0.752733625665267,0.028171422936273584,0.0001670111934129622,4.1928670568076573e-07,4.016975964821902e-10,1.269971782794817e-11,6.211818501648132e-13,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9966666666666667,0.0,0.0,0.0,0.0
8,2,harmonic_x,LI,1.00000000000000e-10,4,2026,jitter_1e-12,7777,300,1,300,0.0562682151794434,0.0,-2817.1597487772538,0.05154497596704055,0.0,-139.14010651927137,4.233801840515489e-05,0.0006629877147681365,0.0002587360343748177,7.42570042766568e-06,6.615025446854156e-08,2.2132407018213256e-10,2.619571226583042e-13,1.99840144464537e-15,1.387778782619176e-17,0.043577634784577345,0.6823993561614045,0.26631157612758866,0.0076431177803327555,6.808707017298614e-05,2.2780422567577778e-07,2.696269747719797e-10,2.056912713163839e-12,1.4284116080265228e-14,0.0,0.0,0.0,0.5566666666666666,0.37666666666666665,0.0033333333333333335,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5466666666666666,0.0,0.0,0.0
8,2,harmonic_x,LD,1.00000000000000e-10,16,2026,jitter_1e-12,7777,300,1,300,0.018841266632080217,0.0,-704.860966176426,0.08952502044708577,0.0,-5.913912930009274,4.2167688742150137e-07,4.118668123287416e-05,9.954011452378841e-05,7.425700427665687e-06,6.61502544685409e-08,2.213240701822112e-10,2.619571226577693e-13,1.998401444203507e-15,1.3877787808723225e-17,0.0028368900804604984,0.2770891431852081,0.6696700054565013,0.049957435449050215,0.0004450350643338878,1.4889885549725362e-06,1.7623530834664067e-09,1.3444524475850575e-11,9.336475331632103e-14,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8,3,geometric_x,LI,1.00000000000000e-10,6,2026,jitter_1e-12,7777,300,1,300,0.05605125427246092,0.0,-2148.5367090234968,-0.2431219958800641,0.0,-113.05480365087939,0.0003413033193218178,0.0005274328038887191,0.0003489799646374345,7.864043222369543e-06,2.9681659469981967e-06,5.83923169639182e-06,3.2291926464478383e-06,4.016146538221629e-06,5.320253294721582e-07,0.2747649053539999,0.4246077205725397,0.28094495870880715,0.006330917308356822,0.002389510412973564,0.004700850690779123,0.0025996489387624722,0.0032331830984092024,0.0004283049153721005,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,3,geometric_x,LD,1.00000000000000e-10,22,2026,jitter_1e-12,7777,300,1,300,0.02522277832031332,0.0,-525.7434203133253,0.500532882533533,1.0,73.51112266449152,5.992476137728447e-05,2.342975368807483e-05,0.0001857240371792018,7.30150961902893e-05,1.0528518390453948e-06,8.576468719655432e-07,8.399537452243876e-07,3.372846291150789e-08,2.9075019947214624e-08,0.17374184342890012,0.0679306601026245,0.538475846160046,0.21169508428027034,0.0030525681733059888,0.0024866039533835817,0.0024353056855994934,9.779004851390231e-05,8.429816735617388e-05,0.0,0.0,0.0,1.0,0.6866666666666666,0.6966666666666667,0.9233333333333333,0.19666666666666666,0.8733333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,1.0
8,3,uniform_x,LI,1.00000000000000e-10,6,2026,jitter_1e-12,7777,300,1,300,0.05315637588500978,0.0,-2755.3337709482876,-0.18374914168001832,0.0,-58.76472824408453,0.0005916216313301086,0.0003109152444575894,0.00040576118746355047,2.891101001489722e-06,2.6295958092946605e-06,5.534821905905648e-06,2.8797917528965747e-06,3.911975696935053e-06,4.761130341229786e-07,0.44596114873391207,0.23436621014931308,0.30586056305286446,0.00217929611672822,0.0019821749336352357,0.004172118469782676,0.002170771267015442,0.0029488258766029968,0.00035889140014591295,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,3,uniform_x,LD,1.00000000000000e-10,22,2026,jitter_1e-12,7777,300,1,300,0.027921676635750167,0.0,-624.6253667495281,0.1274433508812085,1.0,36.731482689568715,0.00014843136684961845,1.787010044554527e-05,0.0002350479020594402,2.3373628717945823e-05,2.34708208064119e-07,3.836393214232813e-08,3.546243782003921e-08,7.556468006881504e-09,9.729318600760203e-10,0.34921735643828045,0.04204333200813543,0.5530017592354507,0.054991589746125794,0.0005522025545824057,9.025956743290506e-05,8.343316545025014e-05,1.777824887947789e-05,2.2890356626207955e-06,0.0,0.0,0.0,1.0,0.12666666666666668,0.0033333333333333335,0.02,0.02,0.2966666666666667,0.0,0.93,1.0,1.0,1.0,0.88,0.9833333333333333,0.96,0.9066666666666666
8,3,harmonic_x,LI,1.00000000000000e-10,6,2026,jitter_1e-12,7777,300,1,300,0.05771827697753908,0.0,-1432.8383822851615,-0.03717097734035257,0.0,-165.2702102843048,0.00020334487985795973,0.0008236378896556461,0.0002551585555715481,1.9650143960004877e-05,1.1287861202968441e-06,3.6459524647146585e-06,9.68180475624511e-07,1.1101671398838447e-06,1.1388019915960659e-08,0.15538452326173438,0.6293769526621001,0.194977569837669,0.015015515774887545,0.0008625537721397522,0.0027860282784615024,0.0007398281271764464,0.0008483262125517537,8.702073279507839e-06,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,3,harmonic_x,LD,1.00000000000000e-10,22,2026,jitter_1e-12,7777,300,1,300,0.022334814071656453,0.0,-428.5357164744113,0.39373585790827204,1.0,35.55716566744809,4.6363139495631324e-05,7.838448286052371e-05,0.00014731302183706768,8.486659584249838e-06,1.1528855229922502e-06,4.4491069023372116e-07,2.081330669478491e-07,2.0305704268020444e-07,3.3866798255126073e-10,0.16408441627341253,0.2774115872000917,0.5213575150553678,0.030035252123597256,0.004080192802475689,0.0015745894625552714,0.0007366065622141681,0.0007186419358319398,1.1985844537696612e-06,0.0,0.0,0.0,0.8466666666666667,0.5,0.17,0.17666666666666667,0.7433333333333333,0.12666666666666668,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5566666666666666
8,4,geometric_x,LI,1.00000000000000e-10,8,2026,jitter_1e-12,7777,300,1,300,0.05263090133667002,0.0,-1683.6673384497587,-0.07469956884361495,1.0,52.32779990189467,0.0001593973382002687,0.0003330007306912016,0.00025167323488189936,5.673713071496756e-05,1.923885217802532e-10,3.441691376405032e-14,7.160938508490967e-15,8.881784196141962e-16,6.800116027242723e-16,0.19904548083270254,0.4158305985937711,0.3142738807021364,0.07084979957469312,2.402428187121308e-07,4.29777010475292e-11,8.94213457219198e-12,1.1091019623879735e-12,8.491561902119723e-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,1.0,1.0,1.0,0.07333333333333333,0.0,0.0,0.0,0.006666666666666667
8,4,geometric_x,LD,1.00000000000000e-10,28,2026,jitter_1e-12,7777,300,1,300,0.008756399154676672,0.0,-452.9102193530224,0.0596841301599732,1.0,14.249182849271367,1.032396626539637e-06,1.7797050675435213e-06,3.2365029946134866e-05,7.260631442767538e-07,1.923885217801609e-10,3.441691376375038e-14,7.160938509094389e-15,8.881784196776585e-16,6.800116026776222e-16,0.028754853137502406,0.0495692803809428,0.9014478146943508,0.020222692079311738,5.358506166057599e-06,9.585979605917778e-10,1.994502208379591e-10,2.4738011885347348e-11,1.8940040352836176e-11,0.0,0.0,0.0,0.10333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,uniform_x,LI,1.00000000000000e-10,8,2026,jitter_1e-12,7777,300,1,300,0.054266452789306814,0.0,-1769.8891994426212,-0.012499919546830496,1.0,55.124880566934976,2.1800390878637422e-05,5.2329182450559225e-05,0.0004198226792647023,0.00016100412491992983,3.3580686759072024e-08,8.430534048634582e-11,8.07687250393457e-14,2.5535129567838687e-15,1.2490009023700863e-16,0.033283545490941854,0.0798930961510285,0.6409603993444163,0.24581156117035216,5.1269003458918746e-05,1.2871240019628558e-07,1.2331290521615e-10,3.898552330183606e-12,1.9069005956676908e-13,0.0,0.0,0.0,1.0,0.05333333333333334,0.0,0.0,0.0,0.0033333333333333335,0.0,1.0,1.0,1.0,1.0,0.03666666666666667,0.0,0.0,0.006666666666666667
8,4,uniform_x,LD,1.00000000000000e-10,28,2026,jitter_1e-12,7777,300,1,300,0.012183666229252876,0.0,-518.0712798461691,-0.004911712548057778,1.0,11.59019305617631,1.2275526785149196e-06,1.1761304724918216e-05,4.736613940223443e-05,2.9441923011755226e-06,3.358068675907018e-08,8.430534048646769e-11,8.076872504297653e-14,2.5535129562983343e-15,1.249000902092912e-16,0.01938255735292995,0.18570621641411106,0.7478920698225057,0.04648759856450902,0.0005302253813220304,1.3311470258971759e-06,1.2753053069481736e-09,4.0318930660294784e-11,1.9721216076824262e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9966666666666667,0.0,0.0,0.0,0.0
8,4,harmonic_x,LI,1.00000000000000e-10,8,2026,jitter_1e-12,7777,300,1,300,0.053395271301269545,0.0,-1090.1250696960735,0.04625139606484896,0.0,-45.45514901663211,0.0001232713256558295,0.0005789748038076411,0.0002574088805870622,6.273710169812939e-06,6.615025446854307e-08,2.2132407018220625e-10,2.619571226563394e-13,1.998401444481388e-15,1.387778781003589e-17,0.12761071631594653,0.5993558441081285,0.2664701743332599,0.006494556982081157,6.847887221381337e-05,2.2911510834860998e-07,2.711785233783515e-10,2.06874906601633e-12,1.4366312959624137e-14,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9933333333333333,0.02,0.0,0.0,0.0
8,4,harmonic_x,LD,1.00000000000000e-10,28,2026,jitter_1e-12,7777,300,1,300,0.010838270187379609,0.0,-304.5225605156568,0.26111134351550624,1.0,10.516776548031839,1.9580536931992937e-06,1.3637676269826424e-05,3.0088029062846833e-05,8.934014096738238e-06,6.615025446854232e-08,2.213240701819713e-10,2.6195712266169706e-13,1.9984014444523073e-15,1.3877787832199725e-17,0.035806607096961415,0.24938995166744246,0.5502148581099499,0.1633748521154885,0.001209678865980939,4.047317011597166e-06,4.79036698532619e-09,3.654443981389884e-11,2.5378083247076236e-13,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9733333333333334,0.0,0.0,0.0,0.0
