depth,q,kind,layer_mode,n_draws,rank_tol,rng_seed,xi_tie_seed,p,jsd_floor,wall_fsm,wall_quantile,wall_zscore,xi_fsm,xi_quantile,xi_zscore,n_fallbacks_fsm,n_fallbacks_ensemble,centroid_eps,entropy_eps,tailmass_eps,centroid_dstar,entropy_dstar,tailmass_dstar,centroid_fsm,entropy_fsm,tailmass_fsm,centroid_quantile,centroid_zscore,entropy_quantile,entropy_zscore,tailmass_quantile,tailmass_zscore,jsd_fsm,jsd_quantile,jsd_zscore,cosine_fsm,cosine_quantile,cosine_zscore
9,3,geometric_x,LD,500,1.00000000000000e-10,2026,7777,25,1.00000000000000e-15,0.025423049926763336,0.0,-1740.42900805245,0.19369199253842373,1.0,210.17461556372558,1,500,0.33332636256439085,0.66764120310656,1.4800554311243525e-07,0.16651221329638458,0.6452768718505341,2.1642634613152162e-08,1.962295431320936,2.185926542145879,0.10853227189713686,1.0,7187.108058260461,1.0,2340.351580661065,1.0,5448.126836204931,0.366581492108978,1.0,135001.6398579399,0.28571893084283384,0.0,-23771439.017832443
9,3,uniform_x,LD,500,1.00000000000000e-10,2026,7777,25,1.00000000000000e-15,0.028148412704472887,0.0,-2138.763758974217,0.2668314622171868,1.0,159.72388314546126,1,500,0.3296316478566138,0.699968271906579,5.229337723309656e-06,0.142866018323551,0.5385366424931454,3.5270013074284357e-06,1.615734305440414,1.9820528982026744,0.02171812400169211,1.0,6667.693176534282,1.0,2390.0971602302393,1.0,1380.3414273013623,0.274553135110458,1.0,134513.88749627257,0.4855686872544022,0.0,-25709977.383363467
9,3,harmonic_x,LD,500,1.00000000000000e-10,2026,7777,25,1.00000000000000e-15,0.02251911163330346,0.0,-1256.151088202674,0.2896854007164029,1.0,90.37580234497052,1,500,0.33013747238655583,0.8004286383271423,4.670582165922977e-05,0.18938783057620412,0.7417626906359442,8.182331968045322e-06,1.9474420037269702,1.4413757235858236,0.08648868903933067,1.0,4405.370612025773,1.0,676.1418331069494,1.0,1939.5217479761134,0.499550727337115,1.0,87238.58227386889,0.09240725128857322,0.0,-7700996.256000207
9,3,reverse_geometric_x,LD,500,1.00000000000000e-10,2026,7777,25,1.00000000000000e-15,0.030115365982061118,0.0,-2044.6680289467095,0.33855185909980434,1.0,71.5226385456065,1,500,0.33452504771060404,0.8596300671461243,8.767826591649092e-05,0.12365462897452403,0.44861031978251353,3.821604470880206e-05,1.819244982024756,2.2239840048628747,0.10897975724052117,1.0,8362.209280813531,1.0,3222.6953181038593,1.0,9308.256605951137,0.316301482306205,1.0,236477.87188546828,0.43944185945125996,0.0,-45164938.319156915
9,3,bitrev_geometric_x,LD,500,1.00000000000000e-10,2026,7777,25,1.00000000000000e-15,0.028137922286995538,0.0,-2145.5014704829437,-0.12617066895234608,0.01,-3.046111277853098,1,500,0.33007174131834177,0.6965188486515086,4.832024194205583e-06,0.14439228772837515,0.5441763352445856,3.304598039856289e-06,1.9066988105267462,2.057891536697507,0.10882920414942043,1.0,7932.48932250209,1.0,2513.9881160847253,1.0,6798.768842548089,0.396795444465290,1.0,182276.89088272038,0.23162573409372467,0.0,-35076002.78377485
9,3,stern_brocot_x,LD,500,1.00000000000000e-10,2026,7777,25,1.00000000000000e-15,0.025760889053353206,0.0,-8814.835211112271,0.603723921676337,1.0,57.915045785513755,1,500,0.06791766230027767,0.2529449382235094,0.0008526567292108121,0.033755994053179916,0.17888697624757913,0.00033733392418427803,1.9076681202093762,1.5527940617397005,0.013613865632489501,1.0,73837.97171877092,1.0,13621.069077997754,1.0,5788.2557575170595,0.627580231502665,1.0,58910165.01722768,0.021355575271020156,0.0,-6129270286.033525
9,4,geometric_x,LD,500,1.00000000000000e-10,2026,7777,32,1.00000000000000e-15,0.008897781372091865,0.0,-1405.5683832305313,0.14000261868538866,1.0,109.30304948602497,1,500,0.33332636256439085,0.66764120310656,1.4800554311243525e-07,0.16651221329638458,0.6452768718505341,2.1642634613152162e-08,1.980721551074138,0.585305498322983,5.490097607831802e-06,1.0,4142.9789477234945,0.0,-51.35004977243607,0.0,-1.4589427524794096,0.550182298206932,1.0,99647.62306702885,0.05911030896240907,0.0,-12152404.030303726
9,4,uniform_x,LD,500,1.00000000000000e-10,2026,7777,32,1.00000000000000e-15,0.012381315231330875,0.0,-1751.987372918497,-0.010219612959339042,1.0,33.39615805282469,1,500,0.3296316478566138,0.699968271906579,5.229337723309656e-06,0.142866018323551,0.5385366424931454,3.5270013074284357e-06,1.874929606531436,1.209692472450092,0.0005262652331625907,1.0,5220.054527033976,1.0,740.3045520566886,1.0,16.460860763153082,0.456361619768669,1.0,155137.8087118802,0.1246337465529549,0.0,-16696180.517644675
9,4,harmonic_x,LD,500,1.00000000000000e-10,2026,7777,32,1.00000000000000e-15,0.011014938354501888,0.0,-1144.8228847581322,0.1909399808735075,1.0,25.209154481197654,1,500,0.33013747238655583,0.8004286383271423,4.670582165922977e-05,0.18938783057620412,0.7417626906359442,8.182331968045322e-06,1.7700946425710489,1.553462978000767,0.0011208112363589192,1.0,2207.001940500356,1.0,433.6666871634598,1.0,11.744655598394687,0.418752929448540,1.0,46309.55547235679,0.16082149304418417,0.0,-2569953.697181113
9,4,reverse_geometric_x,LD,500,1.00000000000000e-10,2026,7777,32,1.00000000000000e-15,0.016681909561169862,0.0,-1700.5059915225859,0.2634243843636359,1.0,41.35448447471639,1,500,0.33452504771060404,0.8596300671461243,8.767826591649092e-05,0.12365462897452403,0.44861031978251353,3.821604470880206e-05,1.8861603068340962,1.5307790670661185,0.002782809491468456,1.0,5909.245427176349,1.0,1285.019749578619,1.0,116.80204277538435,0.499386150812170,1.0,271174.4007901946,0.1008627033765357,0.0,-34657100.749192655
9,4,bitrev_geometric_x,LD,500,1.00000000000000e-10,2026,7777,32,1.00000000000000e-15,0.012325763702412881,0.0,-1763.0422293329432,0.020528776626102085,1.0,42.175622797060115,1,500,0.33007174131834177,0.6965188486515086,4.832024194205583e-06,0.14439228772837515,0.5441763352445856,3.304598039856289e-06,1.885366263367839,1.210305781812124,0.0004940871294268802,1.0,5219.092474053924,1.0,740.5336252103747,1.0,15.861769361682272,0.460484470686907,1.0,166014.64737707074,0.12073537477774134,0.0,-16774305.5167732
9,4,stern_brocot_x,LD,500,1.00000000000000e-10,2026,7777,32,1.00000000000000e-15,0.015446424484263782,0.0,-7744.05699384568,0.45479059879836403,1.0,28.001496647408775,1,500,0.06791766230027767,0.2529449382235094,0.0008526567292108121,0.033755994053179916,0.17888697624757913,0.00033733392418427803,1.7389445051762564,1.9646589170710986,0.03143491381555029,1.0,47146.31709494079,1.0,12185.741838835174,1.0,10466.550415396057,0.508514546434131,1.0,27516913.634223722,0.15122123853910063,0.0,-2411703569.0666747
