source_run,partition_kind,exponent,q,depth,layer_dependent,single_err,opt_err,free_err,improve,gap,worst_cell_index,worst_cell_bits,worst_cell_x_lo,worst_cell_x_hi,worst_cell_x_mid,worst_cell_plog_mid,n_cells,n_params,param_to_cell_ratio,gap_over_free,gap_over_opt,time
wall_surface_2026-03-18,uniform_x,1/2,1,3,False,0.04801885319811061,0.03855030560180408,0.019266709931147465,0.009468547596306533,0.019283595670656614,0,"(0, 0, 0)",1.0,1.125,1.06250000000000,0.0874628412503394,8,3,0.375,1.0008764204978169,0.500219009152399,3.2757508754730225
wall_surface_2026-03-18,geometric_x,1/2,1,3,False,0.04801885319811061,0.038007769071102336,0.014571397870416124,0.010011084127008275,0.02343637120068621,0,"(0, 0, 0)",1.0,1.0905077326652577,1.04525386633263,0.06385337983609873,8,3,0.375,1.6083818044848244,0.6166205429432875,3.2879879474639893
wall_surface_2026-03-18,harmonic_x,1/2,1,3,False,0.04801885319811061,0.035964847810087595,0.012535782363257702,0.012054005388023016,0.02342906544682989,7,"(1, 1, 1)",1.7777777777777777,2.0,1.88888888888889,0.9175378398080271,8,3,0.375,1.868975127990442,0.6514434753219891,3.354684829711914
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,3,False,0.04801885319811061,0.03836943742117616,0.030246046571444075,0.009649415776934449,0.008123390849732088,0,"(0, 0, 0)",1.0,1.2222222222222223,1.11111111111111,0.15200309344505006,8,3,0.375,0.2685769470910473,0.21171514089619603,3.2896671295166016
wall_surface_2026-03-18,uniform_x,1/2,1,3,True,0.04801885319811061,0.03290396609425293,0.019266709931147465,0.01511488710385768,0.013637256163105467,7,"(1, 1, 1)",1.875,2.0,1.93750000000000,0.9541963103868752,8,7,0.875,0.7078144743882213,0.4144563036577945,3.3883328437805176
wall_surface_2026-03-18,geometric_x,1/2,1,3,True,0.04801885319811061,0.031153241103705116,0.014571397870416124,0.016865612094405496,0.01658184323328899,0,"(0, 0, 0)",1.0,1.0905077326652577,1.04525386633263,0.06385337983609873,8,7,0.875,1.1379720312870334,0.5322670337282139,3.4496588706970215
wall_surface_2026-03-18,harmonic_x,1/2,1,3,True,0.04801885319811061,0.027693141878382274,0.012535782363257702,0.020325711319728337,0.015157359515124572,4,"(1, 0, 0)",1.3333333333333333,1.4545454545454546,1.39393939393939,0.47916783669855956,8,7,0.875,1.209127525981202,0.5473326060903425,3.4621798992156982
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,3,True,0.04801885319811061,0.03673108401871054,0.030246046571444075,0.011287769179400074,0.0064850374472664625,7,"(1, 1, 1)",1.9333333333333333,2.0,1.96666666666667,0.9757524537533229,8,7,0.875,0.21440942478046443,0.1765544802315944,3.4030678272247314
wall_surface_2026-03-18,uniform_x,1/2,1,4,False,0.04801885319811061,0.041080793032408074,0.010422740025294662,0.006938060165702538,0.03065805300711341,15,"(1, 1, 1, 1)",1.9375,2.0,1.96875000000000,0.9772799234999164,16,3,0.1875,2.9414580938131647,0.7462867862099861,7.158099174499512
wall_surface_2026-03-18,geometric_x,1/2,1,4,False,0.04801885319811061,0.03903223742957822,0.007553957776491171,0.008986615768532394,0.03147827965308705,15,"(1, 1, 1, 1)",1.9152065613971474,2.0,1.95760328069857,0.9690884243086474,16,3,0.1875,4.167124120160064,0.806468748041411,7.398355960845947
wall_surface_2026-03-18,harmonic_x,1/2,1,4,False,0.04801885319811061,0.036814085942925706,0.007685177394208464,0.011204767255184905,0.02912890854871724,8,"(1, 0, 0, 0)",1.3333333333333333,1.391304347826087,1.36231884057971,0.44606439489946814,16,3,0.1875,3.790271460834298,0.7912435635065586,7.14948582649231
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,4,False,0.04801885319811061,0.041080793032408074,0.018302927470747927,0.006938060165702538,0.022777865561660147,15,"(1, 1, 1, 1)",1.967741935483871,2.0,1.98387096774194,0.9883181949523647,16,3,0.1875,1.2444930243024865,0.5544650889210196,7.33556604385376
wall_surface_2026-03-18,uniform_x,1/2,1,4,True,0.04801885319811061,0.03268363912847789,0.010422740025294662,0.015335214069632723,0.022260899103183227,7,"(0, 1, 1, 1)",1.4375,1.5,1.46875000000000,0.5545888516776374,16,9,0.5625,2.1358010512743157,0.681102218014238,7.21849513053894
wall_surface_2026-03-18,geometric_x,1/2,1,4,True,0.04801885319811061,0.03035818276048388,0.007553957776491171,0.01766067043762673,0.02280422498399271,15,"(1, 1, 1, 1)",1.9152065613971474,2.0,1.95760328069857,0.9690884243086474,16,9,0.5625,3.0188446452483775,0.7511722675863235,7.420185089111328
wall_surface_2026-03-18,harmonic_x,1/2,1,4,True,0.04801885319811061,0.026302633694648112,0.007685177394208464,0.0217162195034625,0.01861745630043965,0,"(0, 0, 0, 0)",1.0,1.032258064516129,1.01612903225806,0.023083613113041242,16,9,0.5625,2.4225148419436264,0.7078171911061442,7.278430938720703
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,4,True,0.04801885319811061,0.03620078606822961,0.018302927470747927,0.011818067129881003,0.01789785859748168,0,"(0, 0, 0, 0)",1.0,1.1176470588235294,1.05882352941176,0.08246216019197297,16,9,0.5625,0.9778686292718127,0.4944052475476252,7.32774019241333
wall_surface_2026-03-18,uniform_x,1/2,1,5,False,0.04801885319811061,0.04199111634305641,0.005419629112361607,0.0060277368550542,0.0365714872306948,0,"(0, 0, 0, 0, 0)",1.0,1.03125,1.01562500000000,0.02236781302845451,32,3,0.09375,6.747968628937923,0.870933912114061,15.107240200042725
wall_surface_2026-03-18,geometric_x,1/2,1,5,False,0.04801885319811061,0.04126605285706291,0.003842389163193495,0.0067528003410477,0.037423663693869416,0,"(0, 0, 0, 0, 0)",1.0,1.0218971486541166,1.01094857432706,0.015709611038839808,32,3,0.09375,9.739685936123601,0.9068874075138047,15.137890815734863
wall_surface_2026-03-18,harmonic_x,1/2,1,5,False,0.04801885319811061,0.03945303926878258,0.004239617174228956,0.00856581392932803,0.03521342209455362,1,"(0, 0, 0, 0, 1)",1.0158730158730158,1.032258064516129,1.02406554019457,0.03430805077529531,32,3,0.09375,8.305802304180391,0.8925401628669055,15.213405847549438
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,5,False,0.04801885319811061,0.04235378478158993,0.010130868899735112,0.005665068416520681,0.032222915881854816,0,"(0, 0, 0, 0, 0)",1.0,1.0606060606060606,1.03030303030303,0.04306872189188593,32,3,0.09375,3.1806665549385733,0.7608036931769381,15.672950744628906
wall_surface_2026-03-18,uniform_x,1/2,1,5,True,0.04801885319811061,0.03247276504480362,0.005419629112361607,0.015546088153306992,0.02705313593244201,15,"(0, 1, 1, 1, 1)",1.46875,1.5,1.48437500000000,0.5698556083309478,32,11,0.34375,4.9916950720366895,0.8331023211332946,15.152101993560791
wall_surface_2026-03-18,geometric_x,1/2,1,5,True,0.04801885319811061,0.029849564725641077,0.003842389163193495,0.018169288472469534,0.026007175562447582,31,"(1, 1, 1, 1, 1)",1.9571441241754002,2.0,1.97857206208770,0.9844596110388398,32,11,0.34375,6.768490763916386,0.8712748678746112,14.890143871307373
wall_surface_2026-03-18,harmonic_x,1/2,1,5,True,0.04801885319811061,0.025807802933905742,0.004239617174228956,0.02221105026420487,0.021568185759676787,24,"(1, 1, 0, 0, 0)",1.6,1.641025641025641,1.62051282051282,0.6964504344274922,32,11,0.34375,5.08729559139955,0.8357234366254774,14.85111403465271
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,5,True,0.04801885319811061,0.03586962132550633,0.010130868899735112,0.012149231872604284,0.025738752425771214,7,"(0, 0, 1, 1, 1)",1.358974358974359,1.4,1.37948717948718,0.4641320488070134,32,11,0.34375,2.5406263451345414,0.7175640967101258,15.108761072158813
wall_surface_2026-03-18,uniform_x,1/2,1,6,False,0.04801885319811061,0.04436983165121844,0.0027633102183522973,0.0036490215468921727,0.04160652143286614,32,"(1, 0, 0, 0, 0, 0)",1.5,1.515625,1.50781250000000,0.5924570372680804,64,3,0.046875,15.056768203779601,0.9377209668029828,30.60099220275879
wall_surface_2026-03-18,geometric_x,1/2,1,6,False,0.04801885319811061,0.04230006320868979,0.0019372364815933578,0.005718789989420825,0.04036282672709643,40,"(1, 0, 1, 0, 0, 0)",1.5422108254079407,1.559004400237837,1.55060761282289,0.6328336530698511,64,3,0.046875,20.83526049122222,0.9542025156786199,30.371654987335205
wall_surface_2026-03-18,harmonic_x,1/2,1,6,False,0.04801885319811061,0.04371240411416954,0.002225137210319355,0.004306449083941073,0.041487266903850184,48,"(1, 1, 0, 0, 0, 0)",1.6,1.620253164556962,1.61012658227848,0.6871741122198902,64,3,0.046875,18.644812873313043,0.9490959773224171,30.557361841201782
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,6,False,0.04801885319811061,0.043623842750329864,0.005339397922687269,0.004395010447780748,0.038284444827642594,0,"(0, 0, 0, 0, 0, 0)",1.0,1.0307692307692307,1.01538461538462,0.02202630632999885,64,3,0.046875,7.170180118056156,0.8776036775749909,30.64219331741333
wall_surface_2026-03-18,uniform_x,1/2,1,6,True,0.04801885319811061,0.03235473310620089,0.0027633102183522973,0.01566412009190972,0.029591422887848596,34,"(1, 0, 0, 0, 1, 0)",1.53125,1.546875,1.53906250000000,0.6220518194563762,64,13,0.203125,10.708686520724164,0.9145933236635879,29.34972882270813
wall_surface_2026-03-18,geometric_x,1/2,1,6,True,0.04801885319811061,0.02958521459456766,0.0019372364815933578,0.01843363860354295,0.027647978112974304,34,"(1, 0, 0, 0, 1, 0)",1.4451808069770467,1.460917794180647,1.45304930057885,0.5390836530698512,64,13,0.203125,14.271865296607524,0.9345201139102413,29.53819990158081
wall_surface_2026-03-18,harmonic_x,1/2,1,6,True,0.04801885319811061,0.026040634305238963,0.002225137210319355,0.02197821889287165,0.02381549709491961,63,"(1, 1, 1, 1, 1, 1)",1.9692307692307693,2.0,1.98461538461538,0.9888594423947996,64,13,0.203125,10.7029341761363,0.9145513437100996,29.334033012390137
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,6,True,0.04801885319811061,0.03570952614923379,0.005339397922687269,0.012309327048876821,0.03037012822654652,63,"(1, 1, 1, 1, 1, 1)",1.9921259842519685,2.0,1.99606299212598,0.9971572502311746,64,13,0.203125,5.687931236123627,0.8504769315511672,30.011991024017334
wall_surface_2026-03-18,uniform_x,1/2,1,7,False,0.04801885319811061,0.04580368961312479,0.0013952675075605118,0.002215163584985823,0.044408422105564276,0,"(0, 0, 0, 0, 0, 0, 0)",1.0,1.0078125,1.00390625000000,0.005624549193878107,128,3,0.0234375,31.827890970677043,0.969538097927362,61.052897214889526
wall_surface_2026-03-18,geometric_x,1/2,1,7,False,0.04801885319811061,0.044830973906115686,0.0009728009170741604,0.003187879291994926,0.04385817298904152,1,"(0, 0, 0, 0, 0, 0, 1)",1.0054299011128027,1.0108892860517005,1.00815959358225,0.011724038286847142,128,3,0.0234375,45.08442808725071,0.9783006963196609,61.07925510406494
wall_surface_2026-03-18,harmonic_x,1/2,1,7,False,0.04801885319811061,0.0462620826295112,0.0011399378286217766,0.0017567705685994084,0.04512214480088943,1,"(0, 0, 0, 0, 0, 0, 1)",1.003921568627451,1.0078740157480315,1.00589779218774,0.008483722444671484,128,3,0.0234375,39.58298748225912,0.9753591329263981,60.87710189819336
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,7,False,0.04801885319811061,0.045468280120467025,0.0027425439601261184,0.0025505730776435864,0.04272573616034091,64,"(1, 0, 0, 0, 0, 0, 0)",1.6666666666666667,1.6735751295336787,1.67012089810017,0.7399525414876046,128,3,0.0234375,15.578870122605482,0.9396822586458116,60.815739154815674
wall_surface_2026-03-18,uniform_x,1/2,1,7,True,0.04801885319811061,0.03220755824744427,0.0013952675075605118,0.01581129495066634,0.030812290739883758,64,"(1, 0, 0, 0, 0, 0, 0)",1.5,1.5078125,1.50390625000000,0.5887146355822637,128,15,0.1171875,22.083428857134372,0.9566788796331299,58.42146706581116
wall_surface_2026-03-18,geometric_x,1/2,1,7,True,0.04801885319811061,0.029342511166140447,0.0009728009170741604,0.018676342031970165,0.028369710249066288,96,"(1, 1, 0, 0, 0, 0, 0)",1.681792830507429,1.6909247992693053,1.68635881488837,0.7539115382868473,128,15,0.1171875,29.162914786709184,0.9668467053972969,58.287089109420776
wall_surface_2026-03-18,harmonic_x,1/2,1,7,True,0.04801885319811061,0.025588537260549965,0.0011399378286217766,0.022430315937560646,0.02444859943192819,96,"(1, 1, 0, 0, 0, 0, 0)",1.6,1.610062893081761,1.60503144654088,0.6826015635931517,128,15,0.1171875,21.447309509403134,0.9554512312675556,58.18543195724487
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,7,True,0.04801885319811061,0.03547862610276203,0.0027425439601261184,0.012540227095348584,0.03273608214263591,0,"(0, 0, 0, 0, 0, 0, 0)",1.0,1.0155038759689923,1.00775193798450,0.011140557605200408,128,15,0.1171875,11.936392859544359,0.9226986988678062,59.23555898666382
wall_surface_2026-03-18,uniform_x,1/2,2,3,False,0.04801885319811061,0.02274767606204733,0.019266709931147465,0.02527117713606328,0.003480966130899866,7,"(1, 1, 1)",1.875,2.0,1.93750000000000,0.9541963103868752,8,5,0.625,0.18067257686131316,0.15302513194776754,3.639943838119507
wall_surface_2026-03-18,geometric_x,1/2,2,3,False,0.04801885319811061,0.021110823638426424,0.014571397870416124,0.026908029559684188,0.006539425768010299,0,"(0, 0, 0)",1.0,1.0905077326652577,1.04525386633263,0.06385337983609873,8,5,0.625,0.44878506689376046,0.30976649135124606,3.6341049671173096
wall_surface_2026-03-18,harmonic_x,1/2,2,3,False,0.04801885319811061,0.023310959080605067,0.012535782363257702,0.024707894117505545,0.010775176717347365,4,"(1, 0, 0)",1.3333333333333333,1.4545454545454546,1.39393939393939,0.47916783669855956,8,5,0.625,0.8595535886877981,0.46223652489323835,3.7496278285980225
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,3,False,0.04801885319811061,0.030433602709489953,0.030246046571444075,0.017585250488620658,0.00018755613804587873,0,"(0, 0, 0)",1.0,1.2222222222222223,1.11111111111111,0.15200309344505006,8,5,0.625,0.006201013332531016,0.006162797741569849,3.727158784866333
wall_surface_2026-03-18,uniform_x,1/2,2,3,True,0.04801885319811061,0.019462216898159437,0.019266709931147465,0.028556636299951175,0.00019550696701197204,7,"(1, 1, 1)",1.875,2.0,1.93750000000000,0.9541963103868752,8,13,1.625,0.010147397646544019,0.010045462345580033,3.609694004058838
wall_surface_2026-03-18,geometric_x,1/2,2,3,True,0.04801885319811061,0.015929950078506377,0.014571397870416124,0.03208890311960423,0.0013585522080902523,1,"(0, 0, 1)",1.0905077326652577,1.189207115002721,1.13985742383399,0.18885337983609857,8,13,1.625,0.09323417150309789,0.08528289174762015,3.5036680698394775
wall_surface_2026-03-18,harmonic_x,1/2,2,3,True,0.04801885319811061,0.016941235851014168,0.012535782363257702,0.031077617347096444,0.004405453487756466,1,"(0, 0, 1)",1.0666666666666667,1.1428571428571428,1.10476190476190,0.14373547746144957,8,13,1.625,0.35143027854957193,0.26004321800954905,3.569474220275879
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,3,True,0.04801885319811061,0.030433602709489953,0.030246046571444075,0.017585250488620658,0.00018755613804587873,0,"(0, 0, 0)",1.0,1.2222222222222223,1.11111111111111,0.15200309344505006,8,13,1.625,0.006201013332531016,0.006162797741569849,3.7538399696350098
wall_surface_2026-03-18,uniform_x,1/2,2,4,False,0.04801885319811061,0.027825719899582053,0.010422740025294662,0.020193133298528558,0.01740297987428739,7,"(0, 1, 1, 1)",1.4375,1.5,1.46875000000000,0.5545888516776374,16,5,0.3125,1.6697125546691731,0.6254278393188594,7.393903017044067
wall_surface_2026-03-18,geometric_x,1/2,2,4,False,0.04801885319811061,0.031006330819390738,0.007553957776491171,0.017012522378719874,0.023452373042899568,8,"(1, 0, 0, 0)",1.4142135623730951,1.4768261459394993,1.44551985415630,0.5315884243086474,16,5,0.3125,3.1046470918709907,0.7563736960528372,7.742846965789795
wall_surface_2026-03-18,harmonic_x,1/2,2,4,False,0.04801885319811061,0.03133634476818444,0.007685177394208464,0.01668250842992617,0.023651167373975976,8,"(1, 0, 0, 0)",1.3333333333333333,1.391304347826087,1.36231884057971,0.44606439489946814,16,5,0.3125,3.0775044167229573,0.7547519517333378,7.543153762817383
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,4,False,0.04801885319811061,0.028815727595323165,0.018302927470747927,0.019203125602787446,0.010512800124575238,0,"(0, 0, 0, 0)",1.0,1.1176470588235294,1.05882352941176,0.08246216019197297,16,5,0.3125,0.5743780682831743,0.36482855030464273,7.730240821838379
wall_surface_2026-03-18,uniform_x,1/2,2,4,True,0.04801885319811061,0.019462216898159437,0.010422740025294662,0.028556636299951175,0.009039476872864775,15,"(1, 1, 1, 1)",1.9375,2.0,1.96875000000000,0.9772799234999164,16,17,1.0625,0.8672841163578019,0.46446285745174526,7.43425989151001
wall_surface_2026-03-18,geometric_x,1/2,2,4,True,0.04801885319811061,0.015876367187616824,0.007553957776491171,0.032142486010493784,0.008322409411125654,5,"(0, 1, 0, 1)",1.241857812073484,1.2968395546510096,1.26934868336225,0.3440884243086471,16,17,1.0625,1.1017283465663519,0.5242011168409438,7.381501913070679
wall_surface_2026-03-18,harmonic_x,1/2,2,4,True,0.04801885319811061,0.01700642530568987,0.007685177394208464,0.03101242789242074,0.009321247911481407,0,"(0, 0, 0, 0)",1.0,1.032258064516129,1.01612903225806,0.023083613113041242,16,17,1.0625,1.2128864999922946,0.5481015406784387,7.5211098194122314
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,4,True,0.04801885319811061,0.026898369120716806,0.018302927470747927,0.021120484077393805,0.00859544164996888,3,"(0, 0, 1, 1)",1.3157894736842106,1.4,1.35789473684211,0.4413716470923063,16,17,1.0625,0.4696211392252016,0.31955252050388333,7.53498387336731
wall_surface_2026-03-18,uniform_x,1/2,2,5,False,0.04801885319811061,0.03655078118969824,0.005419629112361607,0.01146807200841237,0.031131152077336632,16,"(1, 0, 0, 0, 0)",1.5,1.53125,1.51562500000000,0.5999128421871277,32,5,0.15625,5.744148064731908,0.8517233028691295,15.370718955993652
wall_surface_2026-03-18,geometric_x,1/2,2,5,False,0.04801885319811061,0.037170118513135404,0.003842389163193495,0.010848734684975207,0.03332772934994191,16,"(1, 0, 0, 0, 0)",1.4142135623730951,1.4451808069770467,1.42969718467507,0.5157096110388398,32,5,0.15625,8.673699600548137,0.89662693268423,15.210174083709717
wall_surface_2026-03-18,harmonic_x,1/2,2,5,False,0.04801885319811061,0.03570952614923379,0.004239617174228956,0.012309327048876821,0.03146990897500483,31,"(1, 1, 1, 1, 1)",1.9393939393939394,2.0,1.96969696969697,0.9779736936700011,32,5,0.15625,7.422818542744523,0.8812748968857452,15.41032099723816
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,5,False,0.04801885319811061,0.03218913608508281,0.010130868899735112,0.015829717113027802,0.022058267185347695,16,"(1, 0, 0, 0, 0)",1.6666666666666667,1.6938775510204083,1.68027210884354,0.7486948867483133,32,5,0.15625,2.1773322114477707,0.6852705560982734,14.791762113571167
wall_surface_2026-03-18,uniform_x,1/2,2,5,True,0.04801885319811061,0.019146393620264688,0.005419629112361607,0.028872459577845924,0.013726764507903081,0,"(0, 0, 0, 0, 0)",1.0,1.03125,1.01562500000000,0.02236781302845451,32,21,0.65625,2.532786695051469,0.7169373397491718,15.085660934448242
wall_surface_2026-03-18,geometric_x,1/2,2,5,True,0.04801885319811061,0.016097107583690512,0.003842389163193495,0.0319217456144201,0.012254718420497017,28,"(1, 1, 1, 0, 0)",1.8340080864093424,1.8741676341103,1.85408786025982,0.8907096110388398,32,21,0.65625,3.1893485797549586,0.7612994046777336,14.368413925170898
wall_surface_2026-03-18,harmonic_x,1/2,2,5,True,0.04801885319811061,0.017192043273332278,0.004239617174228956,0.030826809924778334,0.012952426099103322,31,"(1, 1, 1, 1, 1)",1.9393939393939394,2.0,1.96969696969697,0.9779736936700011,32,21,0.65625,3.0550933178203605,0.7533965505539817,14.931496143341064
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,5,True,0.04801885319811061,0.02681864125450038,0.010130868899735112,0.02120021194361023,0.01668777235476527,23,"(1, 0, 1, 1, 1)",1.8363636363636364,1.8571428571428572,1.84675324675325,0.8849911140371516,32,21,0.65625,1.6472202453633171,0.6222452583038647,15.177316904067993
wall_surface_2026-03-18,uniform_x,1/2,2,6,False,0.04801885319811061,0.04162853905014801,0.0027633102183522973,0.006390314147962602,0.03886522883179571,0,"(0, 0, 0, 0, 0, 0)",1.0,1.015625,1.00781250000000,0.01122725542325412,64,5,0.078125,14.064736045079373,0.9336198127197434,26.425627946853638
wall_surface_2026-03-18,geometric_x,1/2,2,6,False,0.04801885319811061,0.04043235777067417,0.0019372364815933578,0.007586495427436439,0.038495121289080815,32,"(1, 0, 0, 0, 0, 0)",1.4142135623730951,1.42961333839197,1.42191345038253,0.5078336530698513,64,5,0.078125,19.871152363091447,0.9520869771537676,26.046788215637207
wall_surface_2026-03-18,harmonic_x,1/2,2,6,False,0.04801885319811061,0.03945824587873058,0.002225137210319355,0.008560607319380034,0.03723310866841122,5,"(0, 0, 0, 1, 0, 1)",1.0406504065040652,1.0491803278688525,1.04491536718646,0.06338609610044453,64,5,0.078125,16.732949543847443,0.9436078021015429,25.834148645401
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,6,False,0.04801885319811061,0.03729393143298228,0.005339397922687269,0.010724921765128334,0.03195453351029501,32,"(1, 0, 0, 0, 0, 0)",1.6666666666666667,1.6804123711340206,1.67353951890034,0.7429026191740583,64,5,0.078125,5.984669802285984,0.8568293092863583,25.561942100524902
wall_surface_2026-03-18,uniform_x,1/2,2,6,True,0.04801885319811061,0.019077204754298742,0.0027633102183522973,0.02894164844381187,0.016313894535946446,48,"(1, 1, 0, 0, 0, 0)",1.75,1.765625,1.75781250000000,0.8137811912170371,64,25,0.390625,5.903750663823069,0.8551511998774544,25.00296401977539
